"business_id","start","end","n","peak","restaurant_id","key"
"PMbMIX5gsVsdlDbn3afOyA",2006-03-08,2015-02-28,34,2011-12-14 12:00:00,"6VOpAQEL","yelp_id_0"
"PMd_4_T570ztJPSGq9JOGg",2010-04-09,2015-02-27,37,2013-04-30 00:00:00,"VpoGM7Er","yelp_id_0"
"PNMY69ox716miWqDbJV9kg",2009-11-24,2012-07-23,92,2010-05-24 00:00:00,"VpoGPPOr","yelp_id_0"
"PNMsKqQ_6s3KxkwXSBo32w",2005-08-12,2013-06-29,51,2010-06-03 00:00:00,"7RO5A6Oq","yelp_id_0"
"PNSYpv5hzcmVML-i_ijBZQ",2005-07-29,2014-12-07,49,2011-06-25 00:00:00,"8KoAl436","yelp_id_0"
"PZ7Wm5MyPKWukLGYwL58Cw",2009-06-22,2015-04-22,15,2013-01-01 00:00:00,"0j3L9xor","yelp_id_0"
"PZC-sTdPoc9JMiN0gX1rtw",2007-06-25,2009-02-08,2,2008-04-17 00:00:00,"wmo7P9Oq","yelp_id_0"
"Pf0x-IBHLeGKG4KyvcfEfA",2010-06-11,2015-04-08,229,2012-06-10 00:00:00,"xWoYvKOK","yelp_id_0"
"Phrvzj6OKsFuFdTb94URQw",2006-02-23,2015-04-26,85,2011-12-08 00:00:00,"6VOpvj3L","yelp_id_0"
"PkGusZXzaZkZLTbFrdrJ5g",2005-07-05,2015-04-19,148,2011-06-06 00:00:00,"1JEbDQoR","yelp_id_0"
"PlS5X1q2zLIyfWX2tuEGrw",2010-07-26,2015-02-18,8,2011-06-04 12:00:00,"Pk3wVaEd","yelp_id_0"
"PmnLtzqNnljI5cIxdB1gLw",2009-08-29,2015-03-18,33,2011-11-02 00:00:00,"m0oWW2oG","yelp_id_0"
"PqIfnLTmC9Xd3NDCOTRL2g",2007-08-08,2012-03-30,5,2009-11-25 00:00:00,"0ZEDeW3D","yelp_id_0"
"PsbWEJrxMC9X_YFIG5r7bg",2005-07-20,2015-04-16,115,2010-11-18 00:00:00,"6K3lYqoz","yelp_id_0"
"Pt-mOziZcy6aZGct9NaqrQ",2006-06-30,2015-04-23,72,2011-04-16 12:00:00,"xWoYraOK","yelp_id_0"
"PtWuAKY9x4X4rKUq0Nvqpg",2007-03-26,2008-11-11,7,2007-12-03 00:00:00,"8xEx8yE0","yelp_id_0"
"PvuhIUdbironQ4zNbdU8gA",2006-12-03,2014-04-10,18,2012-10-17 00:00:00,"we398lEk","yelp_id_0"
"Q7HGBC6HUPugUjyv86-0zw",2010-11-05,2015-05-02,137,2011-07-30 00:00:00,"KAoKw9og","yelp_id_0"
"QAhKr9ICwggNpUfjB4VUGg",2009-01-03,2015-05-01,22,2012-08-01 00:00:00,"ydEjQ2OW","yelp_id_0"
"QGjt4QMk1cFH7Q_0iHy43A",2007-03-08,2012-01-31,6,2009-06-12 12:00:00,"lnORVGON","yelp_id_0"
"QHU31uh_94QXoFy5CSwCsQ",2005-06-27,2014-09-01,335,2010-03-19 00:00:00,"1m3MmD3B","yelp_id_0"
"QOwoE_H513mKx2QMuNQWqQ",2009-05-20,2015-04-16,37,2013-05-30 00:00:00,"JBEyR138","yelp_id_3"
"QS6utEGx_dk4HeN3egYaZg",2007-01-29,2015-05-01,66,2011-08-31 00:00:00,"0j3LPj3r","yelp_id_0"
"QT5Q6cuIvMlpJIYDP-e6dQ",2005-07-13,2015-05-02,215,2010-01-02 00:00:00,"we39193k","yelp_id_0"
"QU3zc-FeO_Bo155j-y6Glw",2007-02-12,2013-12-29,78,2009-10-29 00:00:00,"Pk3wvxEd","yelp_id_0"
"QVPh9WwQ4hDk9P-0YAQxjw",2008-09-13,2008-09-13,1,2008-09-13 00:00:00,"ekE4xKE2","yelp_id_1"
"QVQ1TbwqCT4EyOpWfSItKg",2005-07-07,2015-04-13,119,2010-01-07 00:00:00,"NbE1nR3J","yelp_id_0"
"QVWugnrvVnKkkORy_UVYzA",2006-02-28,2015-04-29,63,2011-05-04 00:00:00,"8x3zx7Ok","yelp_id_0"
"QVuMS6CkePcRZdJ_Qz7sGw",2005-06-27,2015-03-03,186,2010-10-01 12:00:00,"8x3zlQOk","yelp_id_0"
"QYAjtlXOyukHzmNA2T9BhQ",2010-10-10,2015-02-06,60,2012-04-01 00:00:00,"1m3ML9EB","yelp_id_0"
"QZnHVr3UuTX61u_tyG2dMQ",2006-01-17,2015-03-26,79,2010-06-15 00:00:00,"8x3zRN3k","yelp_id_0"
"QhdvYxyO33N-UG4sK2fgXQ",2007-01-05,2015-04-14,99,2011-09-17 00:00:00,"ekE4zo2Q","yelp_id_0"
"QlTMuiElFxrUmbLuRIZNrg",2006-10-13,2015-02-03,9,2010-09-19 00:00:00,"geEV1kOz","yelp_id_0"
"QmPdjcEIWNG5WwxCOvHhhA",2005-07-02,2015-01-22,90,2011-06-02 00:00:00,"6VOpwdoL","yelp_id_0"
"QoKVaavHqzEDCvuLEzDRGw",2010-11-08,2015-04-15,27,2013-07-11 00:00:00,"wmo79bEq","yelp_id_0"
"QpyE5qz8W6T5T4xSN-Gaag",2008-11-11,2015-04-19,104,2012-05-23 00:00:00,"p0386AOm","yelp_id_0"
"QqeKwjGd-m32yY-hl_57ww",2009-05-05,2011-05-02,54,2010-03-28 00:00:00,"Y1Em7Wow","yelp_id_0"
"QtJpHM3jB0tw61-pp9J-Xw",2009-03-09,2015-04-27,310,2011-11-12 00:00:00,"ekE4vNo2","yelp_id_0"
"QuazWwVqZJsWjI1nJ2JpgQ",2009-03-31,2015-01-26,61,2011-12-13 00:00:00,"wmo71vEq","yelp_id_0"
"Qv3tOOQENEYNz6yW4yDkDg",2006-10-31,2007-07-10,3,2007-03-15 00:00:00,"rJoQW9EV","yelp_id_0"
"Qxrm3p5dQXWbHttU-vrVXA",2009-04-06,2013-07-29,7,2010-05-13 00:00:00,"8gOqX4o2","yelp_id_0"
"QyEfD5XPbAEO_iHGCMprZw",2006-12-13,2015-03-14,39,2010-08-19 00:00:00,"rJoQvaOV","yelp_id_0"
"R1X9MgGrrHVgZZ4BV92aiA",2010-06-28,2015-04-23,392,2012-02-26 12:00:00,"qN3gR1EA","yelp_id_0"
"R2QSzXwfzx0iXxfTE8iB8g",2006-04-20,2015-01-04,103,2011-11-07 00:00:00,"ydEj99OW","yelp_id_0"
"R3xeoi1FOkN9Z3FVRISjSw",2008-12-10,2015-04-30,19,2012-12-13 00:00:00,"8x3zKQok","yelp_id_1"
"R6CjsmTCQLezl_6EOlQxqw",2008-05-07,2015-04-04,106,2012-05-28 12:00:00,"XJ3rx8OR","yelp_id_0"
"R7_CsBJvwadsit4QkchvMA",2005-08-12,2015-04-19,255,2012-04-26 00:00:00,"XJ3remER","yelp_id_0"
"RB9i28_OHxH_9njgIgN5ZQ",2005-08-11,2015-05-01,216,2012-09-19 12:00:00,"8x3zq2Ek","yelp_id_0"
"RDCC1-6PTYpRgfYssrrwuA",2006-01-23,2015-04-16,377,2011-08-14 00:00:00,"xWoY5roK","yelp_id_0"
"RFXxCzrNRvrkvrg9Ic1opA",2005-06-24,2009-02-19,4,2005-11-28 12:00:00,"B1oXrqEV","yelp_id_0"
"RGEP3Ib2Mwg-6wDocXgYng",2010-04-09,2015-04-13,68,2012-08-05 12:00:00,"8gOqxro2","yelp_id_0"
"RIA53yIPQ2H0QtiLXrEK4A",2006-07-15,2015-03-18,275,2012-08-17 00:00:00,"njoZqQ3r","yelp_id_0"
"RJunWxEPRmKeGAlJsYhjSQ",2005-07-25,2015-03-31,35,2011-08-28 00:00:00,"8KoAKeE6","yelp_id_0"
"RTfM4QAW69Ib98mCoZg0cA",2005-06-30,2015-05-01,605,2010-11-20 00:00:00,"we39Al3k","yelp_id_0"
"RYO6J_26YsCA0B0dx38hqg",2006-02-02,2011-08-12,246,2008-08-04 00:00:00,"njoZqX3r","yelp_id_0"
"RbSbdbblkitdckOYK0_07Q",2008-06-15,2015-03-02,13,2012-01-08 00:00:00,"6Wo2W8O9","yelp_id_0"
"Rbuh-bvO_tSrRJ_y_mK06Q",2009-01-06,2015-05-01,545,2013-06-06 00:00:00,"0j3L5aor","yelp_id_0"
"Rh29MVOqv-J3onKjtbMLag",2007-07-16,2015-02-21,39,2010-06-28 00:00:00,"VpoGddOr","yelp_id_0"
"Ri__aF98mVL161qLp8Tv-A",2008-11-30,2010-04-16,4,2009-06-07 12:00:00,"1JEbzJER","yelp_id_0"
"Rqeg9mnjf-SIhOLdAQKDmQ",2009-08-09,2014-08-11,10,2012-02-21 00:00:00,"geEVZvEz","yelp_id_0"
"Rqp_1Zrw3LYulTG3Qnl9EA",2008-08-10,2015-04-10,34,2011-08-02 12:00:00,"KAoKeREg","yelp_id_0"
"RuclOfaDmyO1QYi6hYg8Nw",2005-07-30,2011-11-13,31,2010-03-27 00:00:00,"KAoK4KOg","yelp_id_0"
"Rv4J0j7C5JDFEqkfEVTKIw",2005-07-09,2015-04-15,380,2011-04-15 12:00:00,"dj3djjO9","yelp_id_0"
"RwoZONAaH4WXeGhrko0fBw",2009-07-15,2014-01-02,26,2010-11-16 12:00:00,"dj3dB5O9","yelp_id_0"
"S-bVzR1Qyr4lVMItPqj2Nw",2005-07-12,2015-04-24,280,2011-03-13 12:00:00,"JGoN4YEL","yelp_id_0"
"S0aKTXFtupXz-Qz_kkm8lw",2005-08-27,2015-04-28,171,2010-07-11 00:00:00,"V430e1oB","yelp_id_0"
"S1N9E2kA3lxYeg8ehgLbbQ",2005-08-23,2015-05-01,240,2011-05-02 00:00:00,"0j3LJqOr","yelp_id_0"
"S2CjF9sN5IFgORd0GOBGXg",2005-08-30,2011-02-25,22,2008-05-12 00:00:00,"NbE1DaOJ","yelp_id_0"
"S2lfNlBSVxy2ukWmyr1pbA",2005-04-28,2015-03-25,77,2010-07-02 00:00:00,"B1oX66EV","yelp_id_0"
"S6Nv7EsQIswzlIWb1j7fSg",2010-08-09,2013-12-25,26,2011-06-13 00:00:00,"xWoYRrOK","yelp_id_0"
"S6bogIOY8aldoy-ETYzuEg",2011-02-18,2015-04-28,95,2013-02-17 00:00:00,"geEVzzEz","yelp_id_0"
"SAnMTC1rm-PhP8DQC4zeyg",2009-02-01,2013-04-11,13,2011-07-08 00:00:00,"8KoAk4E6","yelp_id_0"
"SAyuXU4hbh5iLKHn824YZg",2008-12-13,2015-05-02,380,2012-08-31 12:00:00,"we39ZAok","yelp_id_0"
"SB13LRfcd0yYg1UwQaw0Zw",2008-03-12,2014-07-14,8,2012-01-02 00:00:00,"nkOvblOB","yelp_id_0"
"SBPGbdqFVagr5oaHthzltg",2006-04-13,2015-04-18,7,2011-05-26 00:00:00,"V430p43B","yelp_id_0"
"SC_RolJgCkt7xuPlawvVOw",2005-07-24,2015-01-13,39,2012-07-28 00:00:00,"rJoQxr3V","yelp_id_0"
"SGAo-vR3jW0jW4e3Ya9Ruw",2008-08-05,2015-03-01,42,2012-01-19 00:00:00,"ekE4az32","yelp_id_0"
"SGtrSwIBaWLVtqgmaEB_Tg",2005-06-28,2015-04-22,255,2010-06-19 00:00:00,"Pk3wwK3d","yelp_id_0"
"SKaGfb9rFbMeV5KG55bkww",2007-05-23,2015-03-31,52,2009-10-02 00:00:00,"rNo6w6O6","yelp_id_0"
"SWh2iQPYsxDQZYDhaGVw0Q",2010-02-10,2011-02-02,22,2010-06-06 12:00:00,"Y1EmDnOw","yelp_id_0"
"SYC8uGo3evu0bfs8ma4hAQ",2005-06-27,2015-03-24,73,2010-08-11 00:00:00,"VpoGRA3r","yelp_id_0"
"SZ6JsVeCW2srYJrU1i1zIw",2007-02-28,2012-07-23,12,2008-12-16 12:00:00,"WwOavVEB","yelp_id_0"
"SkLwwchuPClWY6vwmQLV0w",2005-06-27,2010-05-15,152,2008-03-11 00:00:00,"NbE18JOJ","yelp_id_0"
"Smt3mK--STiLpY9Fz81LwQ",2007-09-30,2010-12-13,84,2009-01-13 00:00:00,"B1oXQOVX","yelp_id_0"
"SnSiMTLe-fkkrLgMff-tew",2008-11-18,2015-04-30,110,2012-09-03 12:00:00,"ekE4Az32","yelp_id_0"
"StL7ctNldAmPWpwBGSOTHA",2010-10-01,2015-05-02,252,2013-08-06 00:00:00,"8xExKWO0","yelp_id_0"
"StX5mAVHWw0hDR4Ohdl7WA",2009-08-10,2014-12-18,8,2014-05-16 12:00:00,"VpoG57Er","yelp_id_0"
"SutpbPf_TFbhemSKmkxS3A",2010-05-09,2015-02-18,7,2011-04-02 00:00:00,"XJ3rqqER","yelp_id_0"
"Swe_8EQFU_I_v56ZAb202w",2008-05-26,2015-04-01,29,2012-05-02 00:00:00,"6K3lQqoz","yelp_id_0"
"T-dphsumixQUFY3XFuoDLw",2007-11-23,2012-05-23,13,2011-01-04 00:00:00,"V4302yOB","yelp_id_0"
"T-igaYma0IwoNWB4AROaCw",2010-05-29,2011-12-17,84,2010-10-16 12:00:00,"wmo70QOq","yelp_id_0"
"T6WwCuhT6T--lQ8Sm_z3ww",2005-07-13,2008-02-26,7,2006-03-19 00:00:00,"v5oJaA3B","yelp_id_0"
"T7PyuqEWrC5S3xmkjfpXAA",2008-09-09,2015-03-15,38,2012-10-25 12:00:00,"Y1EmBV3w","yelp_id_0"
"TDFTliRgAq6lznzG1_jb8A",2005-07-26,2015-03-10,235,2010-07-25 00:00:00,"6K3lLe3z","yelp_id_0"
"TMHwV95TgETml7cA7Y0dkQ",2010-03-23,2015-03-11,54,2011-08-25 00:00:00,"WwOa0poB","yelp_id_0"
"TQv35vY7DCNAkJxv5eX7Cw",2004-10-13,2015-04-13,164,2012-04-15 12:00:00,"1JEbBNER","yelp_id_0"
"TTBNnwPj2t_H6cqphx46EQ",2010-08-22,2013-11-17,7,2013-05-13 00:00:00,"8x3zgZok","yelp_id_0"
"TTu0AwKiWO65Y3KDj-S_cw",2005-08-03,2008-08-28,18,2007-03-02 00:00:00,"8gOqVrE2","yelp_id_0"
"TU0w46oN1e6Vsm0IA7TEsQ",2005-07-06,2015-04-19,198,2011-10-29 00:00:00,"njoZaA3r","yelp_id_0"
"TWZ4dON3T0rOA0Xtj0s3fA",2006-02-12,2007-07-14,18,2007-03-04 12:00:00,"ekE4GjO2","yelp_id_0"
"TYXCkY2RV3g_38RfOKAH3g",2005-10-14,2014-02-28,65,2009-06-18 00:00:00,"B1oXrqEV","yelp_id_1"
"T_bpOBikhU7kJhLvj2vVug",2005-10-14,2015-03-30,162,2010-08-18 00:00:00,"ekE4BGo2","yelp_id_0"
"TexhsPcx6ft_uT8h8V2SQw",2006-01-27,2015-04-28,41,2011-04-26 00:00:00,"8x3zdNOk","yelp_id_0"
"TjobeliPac51a_mBurCpqg",2007-06-01,2010-06-02,4,2008-11-11 00:00:00,"wmo7mPEq","yelp_id_0"
"TlZn18M3jOcJgz01q2DRaA",2010-08-31,2015-05-02,347,2013-06-09 00:00:00,"B1oXnNEV","yelp_id_0"
"TuI3_5xZZqDpCoQWXLcLjA",2005-06-29,2015-04-26,199,2012-01-06 00:00:00,"nkOva8oB","yelp_id_0"
"TyazmhDw1bCuaxGheZ2Q9Q",2006-04-18,2015-04-22,102,2010-08-22 00:00:00,"9JoPge38","yelp_id_0"
"U-kgL4ol3TFb812OOI-Vpw",2007-07-26,2012-02-02,51,2010-02-20 00:00:00,"xWoYkGEK","yelp_id_0"
"U0Isbr3eUqPNRXjOpUpZcg",2009-12-21,2012-12-28,3,2010-02-22 00:00:00,"eVOB91oj","yelp_id_0"
"U1Gp0I2z05HhapwnE2_8xg",2008-08-04,2010-04-10,19,2009-11-03 00:00:00,"we39p5Ek","yelp_id_0"
"U1OyyCcsAV1zdfmbotp0LQ",2005-07-30,2015-05-01,98,2011-01-29 12:00:00,"8x3zGZok","yelp_id_0"
"U1U3DuvLbbhsezWZGZIWQA",2005-08-13,2015-04-09,48,2011-04-02 00:00:00,"1JEbl1oR","yelp_id_0"
"U3zVbpeLLwpA6KQdq1p9eA",2005-07-19,2015-04-28,199,2010-10-31 00:00:00,"wmo7bb3q","yelp_id_0"
"U4KwNfsHi4pkXde29W8eHA",2007-05-24,2015-04-21,56,2012-02-23 00:00:00,"JBEyR138","yelp_id_1"
"U5SY-6kb_cr3HPOir-2yyQ",2005-06-25,2015-05-02,173,2012-04-13 00:00:00,"p03868Om","yelp_id_0"
"UAxORxcDQqKoPKlSfUASKA",2007-03-22,2008-07-17,4,2007-12-12 00:00:00,"we39yR3k","yelp_id_0"
"UBC5el6SsBbAnw4tIRXrpQ",2009-10-21,2014-12-20,9,2010-12-04 00:00:00,"Y1EmeWEw","yelp_id_0"
"UCpWo-5mkHByO608JWEelA",2005-08-29,2011-02-27,5,2007-02-24 00:00:00,"0ZEDlBED","yelp_id_0"
"ULWsgRyYEgxFKaj_zsaUQA",2005-04-01,2015-04-25,304,2011-03-02 00:00:00,"NbE1zP3J","yelp_id_0"
"UMAoibULP4HxAlUObUJgVA",2005-06-27,2009-08-24,47,2008-06-07 00:00:00,"8x3z5bEk","yelp_id_0"
"UMSwEeTTJF512vzQ3d1Zag",2005-06-27,2015-05-01,251,2011-06-28 00:00:00,"lnORLK3N","yelp_id_0"
"UNTiFFFsnOAjszFc6HazNQ",2008-03-22,2015-04-27,301,2011-11-13 00:00:00,"8x3z9LEk","yelp_id_0"
"UQlLYQAzRX6HSAZzzhwbgw",2005-07-14,2015-04-05,103,2011-04-04 00:00:00,"njoZgbOr","yelp_id_0"
"URZKBn3NWOEKagmKMnMz_Q",2009-07-31,2015-01-18,9,2011-03-28 00:00:00,"1JEbamOR","yelp_id_0"
"URfoz2Srr7_R3THMui7qQA",2005-06-23,2015-04-27,224,2010-03-08 12:00:00,"6Wo29y39","yelp_id_0"
"UdM9hlr9sajVqZkmksU5nQ",2005-06-30,2013-05-16,37,2009-07-11 00:00:00,"Pk3wJwEd","yelp_id_0"
"UdcgXheLwaB3MTOXZ62Ylg",2006-03-15,2007-12-27,11,2007-09-02 00:00:00,"1m3M9k3B","yelp_id_0"
"UdwKfT7BapwfyxqNzfmyTw",2010-05-11,2011-09-25,4,2010-06-09 00:00:00,"7RO5jEqb","yelp_id_0"
"Uj-qZf2weBwg2KWLf93hIQ",2009-03-03,2015-03-06,28,2013-07-31 12:00:00,"0j3LkDEr","yelp_id_0"
"UmgcEKYWgSN0R8BdvLOcDQ",2006-12-03,2008-07-21,4,2007-08-27 00:00:00,"8x3zXLOk","yelp_id_0"
"UreC2NGXRUvtj47ocllcBA",2009-02-05,2015-04-28,14,2013-03-31 12:00:00,"1JEbbJER","yelp_id_0"
"Urw6NASrebP6tyFdjwjkwQ",2009-02-25,2014-06-30,15,2011-05-03 00:00:00,"KAoKP6Og","yelp_id_0"
"UsVaIBjd9U_vkXpRpkGzIQ",2006-08-06,2015-03-18,21,2011-07-23 00:00:00,"8gOqGA32","yelp_id_0"
"V6TQmB1S4UWl3S49w2l3OA",2005-06-27,2011-08-01,7,2005-08-23 00:00:00,"B1oXWY3V","yelp_id_0"
"V8kNogKCJfFz1G67QK237Q",2005-04-23,2015-03-31,364,2010-08-23 00:00:00,"njoZPyEr","yelp_id_0"
"VAmFnJ3vQ8-Kuq0IFt_lcQ",2006-02-12,2015-04-17,89,2012-01-12 00:00:00,"NbE18OJ2","yelp_id_0"
"VC42tE5wGN3xuU8NwBZs-Q",2007-12-26,2015-03-13,43,2012-08-19 00:00:00,"JGoNRBoL","yelp_id_0"
"VC4pzaVLwyZDIloWU1Qn7Q",2006-03-30,2015-04-23,42,2011-07-02 00:00:00,"6K3lb8Oz","yelp_id_0"
"VDmxbcPOE2rj9cAaK64JOQ",2007-11-22,2015-05-01,110,2013-10-31 00:00:00,"njoZXBEr","yelp_id_0"
"VFUXAbvMUeQu8NWM_MibGw",2005-08-02,2015-04-30,99,2011-07-04 00:00:00,"8xExJeo0","yelp_id_0"
"VFk4Y5CqvK1QP9mBDymMdg",2008-06-15,2015-02-11,21,2011-10-17 00:00:00,"KAoKvP3g","yelp_id_0"
"VNN_tSXEsuWpUZTMOvUgPg",2008-10-24,2008-12-24,5,2008-11-23 00:00:00,"njoZmJ3r","yelp_id_0"
"VNanHkHLfjU5FGrtkVYUkg",2005-08-22,2014-04-29,41,2012-10-23 00:00:00,"KAoKjd3g","yelp_id_0"
"VPDPSyhHs7RVfVp81bltpw",2006-01-26,2015-03-21,88,2011-06-18 00:00:00,"8KoAN6O6","yelp_id_0"
"VRT9Cw185YDFT-HC5dIOtQ",2005-07-29,2015-04-28,73,2012-01-04 00:00:00,"V430w7EB","yelp_id_0"
"VSitWuLlGrx1Gy1VMs1xBA",2009-02-18,2013-12-31,41,2010-11-11 00:00:00,"v5oJA83B","yelp_id_0"
"VVoX-d2xPmlgNDkqXSZpOQ",2008-01-27,2015-04-26,285,2012-02-07 00:00:00,"8gOqaeO2","yelp_id_0"
"VZItQqV-ye5PkgVDUiwBfw",2005-08-22,2013-04-13,211,2010-12-20 00:00:00,"lnORlq3N","yelp_id_0"
"V_dC05zzn5qtUiGVZJJe0w",2005-08-26,2015-03-20,32,2012-11-05 00:00:00,"xWoYWMEK","yelp_id_0"
"Vd91d4KBBCuaAgCUdy0VVQ",2009-07-30,2014-09-02,13,2013-03-04 00:00:00,"qN3gK03A","yelp_id_0"
"VeZJxTt0scI2OeKb2lWWCA",2008-05-19,2015-03-01,18,2011-01-06 12:00:00,"geEV85oz","yelp_id_0"
"Vf84yIraHKh8mJV-MPqJVw",2007-08-16,2013-03-07,8,2008-08-14 12:00:00,"njoZGAOr","yelp_id_0"
"VfCfXURs8bLjhzIoesU73A",2005-08-19,2010-04-17,39,2008-09-27 00:00:00,"6VOpMmEL","yelp_id_0"
"VlPH-xjx-71fyiyqUWr9UQ",2005-06-27,2006-02-24,4,2005-10-07 00:00:00,"9JoP7j38","yelp_id_0"
"VlQYVd7Ap_W3_3XHiDMJKg",2005-12-01,2012-04-14,25,2010-02-11 00:00:00,"JGoNa83L","yelp_id_0"
"Vm_b0_Odua0PTNpojS-uPQ",2005-08-16,2015-04-30,131,2012-12-02 00:00:00,"p038rzOm","yelp_id_0"
"VoBDX6GUpXCZXAd5H8udeA",2005-12-12,2015-04-30,1120,2011-12-02 12:00:00,"B1oXzNEV","yelp_id_0"
"VojhWfJ8fcVm-Acb_VFwnQ",2005-07-21,2015-04-25,234,2011-07-01 00:00:00,"NbE1xaOJ","yelp_id_0"
"Vqg0wZt-DDxz4KDpwVHBjQ",2008-03-02,2014-07-16,10,2012-09-17 00:00:00,"XJ3rz83R","yelp_id_0"
"Vrm_s01VdNjqsBXpqTwp5w",2008-10-30,2015-04-22,138,2011-11-21 12:00:00,"rJoQ1GoV","yelp_id_0"
"Vrmm5Pxg4VAJolahPX2vIQ",2011-02-04,2011-02-04,1,2011-02-04 00:00:00,"m0oWlJOG","yelp_id_0"
"VrrZkqwELSV_FumLhj2G3Q",2005-07-05,2013-11-25,124,2010-03-15 12:00:00,"6K3le8oz","yelp_id_0"
"VtPEFUXRfwjF2pz-IAWmCw",2005-07-15,2015-04-25,91,2011-12-17 00:00:00,"m0oW2d3G","yelp_id_0"
"VwHU6L2otaZTWG--hwYrmA",2010-06-06,2015-04-30,92,2012-06-30 12:00:00,"8KoAVQO6","yelp_id_0"
"VxrNisc9JRw7NyHExOyMVg",2005-08-31,2008-09-06,8,2007-11-13 00:00:00,"Pk3wYwOd","yelp_id_0"
"W-IgsN3k1Pq5hXseYeHtpw",2006-03-17,2015-04-13,199,2011-11-16 00:00:00,"NbE11REJ","yelp_id_0"
"W2PBFrdK1vbcjqeZJUc5ww",2008-09-21,2014-08-10,16,2010-11-13 00:00:00,"8xExlyE0","yelp_id_0"
"W3Lfq_Cmqetp1f1AeupM9w",2009-06-01,2015-04-21,50,2012-10-16 00:00:00,"1m3M0bEB","yelp_id_0"
"W5Ba-NZ4l_dPxunrjEcV_Q",2010-05-05,2014-12-21,38,2012-08-07 12:00:00,"we39p5Ek","yelp_id_1"
"W61HaegwC7_SeewjRZ2OUA",2007-01-31,2014-05-12,5,2009-05-04 00:00:00,"geEVKJ3z","yelp_id_0"
"W6uqEauUYoZ42F7dt08G3Q",2006-06-26,2013-12-26,214,2010-08-31 00:00:00,"8x3zVQ3k","yelp_id_0"
"W8t1ohtJr437w_T1D4MRQQ",2008-05-15,2014-10-22,10,2013-06-19 00:00:00,"lnORdd3N","yelp_id_0"
"W97zhUCKL_OFEwplDwqMvg",2005-06-27,2009-04-20,4,2008-11-16 00:00:00,"KAoK96Eg","yelp_id_0"
"W9n-aAYwoeERBVqhLrexkg",2010-03-19,2015-04-21,249,2011-09-20 00:00:00,"6K3lKkEz","yelp_id_0"
"WA7wqehrx_KP3RVNwUNKRQ",2009-01-17,2015-01-23,25,2012-08-11 00:00:00,"N6OkGVOx","yelp_id_0"
"WAaPZQRKe_tLhz-lDke23A",2005-07-19,2008-10-12,16,2007-06-09 00:00:00,"NbE15REJ","yelp_id_0"
"WGjzbVeGMz3D7LtVaoIk6g",2006-04-21,2014-01-29,80,2010-09-13 00:00:00,"lnORgDEN","yelp_id_0"
"WIkE-1QK9HejhogVocAKmw",2009-07-12,2015-04-27,101,2013-06-10 00:00:00,"6K3lj6Oz","yelp_id_0"
"WJRuFYZsHtlqa7Xs0WVqMw",2007-08-02,2015-05-02,124,2010-07-15 12:00:00,"eVOBwLEj","yelp_id_0"
"WKsW73Pi062gvoA1IMGUyQ",2008-01-01,2014-02-13,35,2010-12-08 00:00:00,"eVOBykoj","yelp_id_0"
"WNV1Ii8Xbyo4ahoqwINWaw",2005-07-02,2015-04-25,378,2011-08-25 12:00:00,"wmo77doq","yelp_id_0"
"WQo9jMeOf9ClCkAnc0Q5EQ",2008-09-09,2015-02-16,28,2012-12-08 00:00:00,"B1oXR1EV","yelp_id_0"
"WRNZr5xsv6hboKGRAhbwEg",2008-06-02,2012-01-08,26,2010-02-09 12:00:00,"JBEyVB38","yelp_id_0"
"WWZ3EmOA4mkhrPkCvH6Ylg",2008-10-16,2011-03-04,3,2009-11-08 00:00:00,"WwOaMdOB","yelp_id_0"
"WZNe6-EvreAujfuNIUmfBQ",2007-12-13,2015-04-22,216,2011-11-24 12:00:00,"1m3MpYEB","yelp_id_0"
"Wa3GH8SXo-V8F_yJ_-Coyg",2005-07-10,2015-04-27,213,2011-06-25 00:00:00,"WwOalJoB","yelp_id_0"
"WaoygWg0uou-cZq77fqvSg",2008-12-23,2014-12-26,99,2010-12-08 00:00:00,"8x3zb73k","yelp_id_0"
"WcCeU3jeHsmeCVmnhtOa7A",2005-07-29,2015-05-01,210,2012-08-06 12:00:00,"6VOpkmoL","yelp_id_0"
"WcIO7koj92DTW33igxcUcQ",2008-03-18,2015-03-21,30,2011-11-02 00:00:00,"JGoNLyEL","yelp_id_0"
"WjKM25UWv6BfR9xrx_hciQ",2009-12-30,2015-03-26,14,2013-01-18 00:00:00,"N6Ok6Wox","yelp_id_0"
"WkfRFMB2tZbFxf1nsn1Tuw",2007-03-30,2014-08-22,41,2011-01-10 00:00:00,"eVOBgpEj","yelp_id_0"
"Wl9pRPVB-5nGjyJde9sIHA",2005-07-14,2015-04-17,213,2012-04-03 00:00:00,"eVOBWeEj","yelp_id_0"
"WoAsisODPdulkpEHYzKRew",2008-03-20,2015-03-19,42,2011-11-12 12:00:00,"WeEedMOa","yelp_id_0"
"Wo_PLXr0tPtzDVPjGlTgVg",2006-03-06,2010-04-02,9,2009-06-08 00:00:00,"1m3MrnoB","yelp_id_0"
"Wpa78xesKNRWW_huS41CAQ",2006-01-06,2015-04-16,162,2012-07-31 00:00:00,"6K3l7kEz","yelp_id_0"
"WyWSX9enuBrzKLsbfKCVlQ",2009-07-22,2015-02-12,19,2010-09-23 00:00:00,"ydEjdVoW","yelp_id_0"
